time,price_ETH,price_usd,token_id,quantity,source,price_WETH,price_USDC
2021-09-01,0.06,193.96403,1784,1,,,
2021-09-01,0.06,193.96403,1785,1,,,
2021-09-01,0.06,193.96403,1786,1,,,
2021-09-01,0.06,193.96403,1787,1,,,
2021-09-01,0.06,193.96403,1788,1,,,
2021-09-01,0.06,193.96403,1789,1,,,
2021-09-01,0.06,193.96403,1790,1,,,
2021-09-01,0.06,193.96403,1780,1,,,
2021-09-01,0.06,193.96403,1791,1,,,
2021-09-01,0.06,193.96403,1793,1,,,
2021-09-01,0.06,193.96403,1794,1,,,
2021-09-01,0.06,193.96403,1795,1,,,
2021-09-01,0.06,193.96403,1796,1,,,
2021-09-01,0.06,193.96403,1797,1,,,
2021-09-01,0.06,193.96403,1798,1,,,
2021-09-01,0.06,193.96403,1799,1,,,
2021-09-01,0.06,193.96403,1800,1,,,
2021-09-01,0.06,193.96403,1801,1,,,
2021-09-01,0.06,193.96403,1802,1,,,
2021-09-01,0.06,193.96403,1792,1,,,
2021-09-01,0.06,193.96403,1779,1,,,
2021-09-01,0.06,193.96403,1778,1,,,
2021-09-01,0.06,193.96403,1777,1,,,
2021-09-01,0.06,193.96403,1754,1,,,
2021-09-01,0.06,193.96403,1755,1,,,
2021-09-01,0.06,193.96403,1756,1,,,
2021-09-01,0.06,193.96403,1757,1,,,
2021-09-01,0.06,193.96403,1758,1,,,
2021-09-01,0.06,193.96403,1759,1,,,
2021-09-01,0.06,193.96403,1760,1,,,
2021-09-01,0.06,193.96403,1761,1,,,
2021-09-01,0.06,193.96403,1762,1,,,
2021-09-01,0.06,193.96403,1763,1,,,
2021-09-01,0.06,193.96403,1764,1,,,
2021-09-01,0.06,193.96403,1765,1,,,
2021-09-01,0.06,193.96403,1766,1,,,
2021-09-01,0.06,193.96403,1767,1,,,
2021-09-01,0.06,193.96403,1768,1,,,
2021-09-01,0.06,193.96403,1769,1,,,
2021-09-01,0.06,193.96403,1770,1,,,
2021-09-01,0.06,193.96403,1771,1,,,
2021-09-01,0.06,193.96403,1772,1,,,
2021-09-01,0.06,193.96403,1773,1,,,
2021-09-01,0.06,193.96403,1774,1,,,
2021-09-01,0.06,193.96403,1775,1,,,
2021-09-01,0.06,193.96403,1776,1,,,
2021-09-01,0.06,193.96403,1752,1,,,
2021-09-01,0.06,193.96403,1699,1,,,
2021-09-01,0.06,193.96403,1594,1,,,
2021-09-01,0.06,193.96403,1697,1,,,
2021-09-01,0.06,193.96403,1622,1,,,
2021-09-01,0.06,193.96403,1623,1,,,
2021-09-01,0.06,193.96403,1624,1,,,
2021-09-01,0.06,193.96403,1625,1,,,
2021-09-01,0.06,193.96403,1626,1,,,
2021-09-01,0.06,193.96403,1627,1,,,
2021-09-01,0.06,193.96403,1628,1,,,
2021-09-01,0.06,193.96403,1629,1,,,
2021-09-01,0.06,193.96403,1630,1,,,
2021-09-01,0.06,193.96403,1631,1,,,
2021-09-01,0.06,193.96403,1621,1,,,
2021-09-01,0.06,193.96403,1632,1,,,
2021-09-01,0.06,193.96403,1634,1,,,
2021-09-01,0.06,193.96403,1635,1,,,
2021-09-01,0.06,193.96403,1636,1,,,
2021-09-01,0.06,193.96403,1637,1,,,
2021-09-01,0.06,193.96403,1638,1,,,
2021-09-01,0.06,193.96403,1639,1,,,
2021-09-01,0.06,193.96403,1640,1,,,
2021-09-01,0.06,193.96403,1641,1,,,
2021-09-01,0.06,193.96403,1642,1,,,
2021-09-01,0.06,193.96403,1643,1,,,
2021-09-01,0.06,193.96403,1633,1,,,
2021-09-01,0.06,193.96403,1620,1,,,
2021-09-01,0.06,193.96403,1619,1,,,
2021-09-01,0.06,193.96403,1618,1,,,
2021-09-01,0.06,193.96403,1698,1,,,
2021-09-01,0.06,193.96403,1595,1,,,
2021-09-01,0.06,193.96403,1596,1,,,
2021-09-01,0.06,193.96403,1597,1,,,
2021-09-01,0.06,193.96403,1598,1,,,
2021-09-01,0.06,193.96403,1599,1,,,
2021-09-01,0.06,193.96403,1601,1,,,
2021-09-01,0.06,193.96403,1602,1,,,
2021-09-01,0.06,193.96403,1603,1,,,
2021-09-01,0.06,193.96403,1604,1,,,
2021-09-01,0.06,193.96403,1605,1,,,
2021-09-01,0.06,193.96403,1606,1,,,
2021-09-01,0.06,193.96403,1607,1,,,
2021-09-01,0.06,193.96403,1608,1,,,
2021-09-01,0.06,193.96403,1609,1,,,
2021-09-01,0.06,193.96403,1610,1,,,
2021-09-01,0.06,193.96403,1611,1,,,
2021-09-01,0.06,193.96403,1612,1,,,
2021-09-01,0.06,193.96403,1613,1,,,
2021-09-01,0.06,193.96403,1614,1,,,
2021-09-01,0.06,193.96403,1615,1,,,
2021-09-01,0.06,193.96403,1616,1,,,
2021-09-01,0.06,193.96403,1617,1,,,
2021-09-01,0.06,193.96403,1644,1,,,
2021-09-01,0.06,193.96403,1645,1,,,
2021-09-01,0.06,193.96403,1600,1,,,
2021-09-01,0.06,193.96403,1647,1,,,
2021-09-01,0.06,193.96403,1675,1,,,
2021-09-01,0.06,193.96403,1676,1,,,
2021-09-01,0.06,193.96403,1677,1,,,
2021-09-01,0.06,193.96403,1678,1,,,
2021-09-01,0.06,193.96403,1679,1,,,
2021-09-01,0.06,193.96403,1680,1,,,
2021-09-01,0.06,193.96403,1681,1,,,
2021-09-01,0.06,193.96403,1682,1,,,
2021-09-01,0.06,193.96403,1683,1,,,
2021-09-01,0.06,193.96403,1684,1,,,
2021-09-01,0.06,193.96403,1674,1,,,
2021-09-01,0.06,193.96403,1685,1,,,
2021-09-01,0.06,193.96403,1687,1,,,
2021-09-01,0.06,193.96403,1688,1,,,
2021-09-01,0.06,193.96403,1689,1,,,
2021-09-01,0.06,193.96403,1690,1,,,
2021-09-01,0.06,193.96403,1691,1,,,
2021-09-01,0.06,193.96403,1692,1,,,
2021-09-01,0.06,193.96403,1694,1,,,
2021-09-01,0.06,193.96403,1695,1,,,
2021-09-01,0.06,193.96403,1696,1,,,
2021-09-01,0.06,193.96403,1646,1,,,
2021-09-01,0.06,193.96403,1686,1,,,
2021-09-01,0.06,193.96403,1673,1,,,
2021-09-01,0.06,193.96403,1693,1,,,
2021-09-01,0.06,193.96403,1671,1,,,
2021-09-01,0.06,193.96403,1672,1,,,
2021-09-01,0.06,193.96403,1649,1,,,
2021-09-01,0.06,193.96403,1648,1,,,
2021-09-01,0.06,193.96403,1651,1,,,
2021-09-01,0.06,193.96403,1652,1,,,
2021-09-01,0.06,193.96403,1653,1,,,
2021-09-01,0.06,193.96403,1654,1,,,
2021-09-01,0.06,193.96403,1655,1,,,
2021-09-01,0.06,193.96403,1656,1,,,
2021-09-01,0.06,193.96403,1657,1,,,
2021-09-01,0.06,193.96403,1658,1,,,
2021-09-01,0.06,193.96403,1650,1,,,
2021-09-01,0.06,193.96403,1660,1,,,
2021-09-01,0.06,193.96403,1659,1,,,
2021-09-01,0.06,193.96403,1669,1,,,
2021-09-01,0.06,193.96403,1667,1,,,
2021-09-01,0.06,193.96403,1666,1,,,
2021-09-01,0.06,193.96403,1665,1,,,
2021-09-01,0.06,193.96403,1668,1,,,
2021-09-01,0.06,193.96403,1664,1,,,
2021-09-01,0.06,193.96403,1663,1,,,
2021-09-01,0.06,193.96403,1662,1,,,
2021-09-01,0.06,193.96403,1661,1,,,
2021-09-01,0.06,193.96403,1670,1,,,
2021-09-01,0.18,581.8921,819,1,opensea.io,,
2021-09-01,0.06,193.96403,2057,1,,,
2021-09-01,0.06,193.96403,2050,1,,,
2021-09-01,0.06,193.96403,2056,1,,,
2021-09-01,0.06,193.96403,2055,1,,,
2021-09-01,0.06,193.96403,2054,1,,,
2021-09-01,0.06,193.96403,2053,1,,,
2021-09-01,0.06,193.96403,2052,1,,,
2021-09-01,0.06,193.96403,2051,1,,,
2021-09-01,0.06,193.96403,2058,1,,,
2021-09-01,0.06,193.96403,2044,1,,,
2021-09-01,0.06,193.96403,2048,1,,,
2021-09-01,0.06,193.96403,2047,1,,,
2021-09-01,0.06,193.96403,2046,1,,,
2021-09-01,0.06,193.96403,2045,1,,,
2021-09-01,0.06,193.96403,2043,1,,,
2021-09-01,0.06,193.96403,2042,1,,,
2021-09-01,0.06,193.96403,2041,1,,,
2021-09-01,0.06,193.96403,2040,1,,,
2021-09-01,0.06,193.96403,2039,1,,,
2021-09-01,0.06,193.96403,2049,1,,,
2021-09-01,0.06,193.96403,2059,1,,,
2021-09-01,0.06,193.96403,2071,1,,,
2021-09-01,0.06,193.96403,2061,1,,,
2021-09-01,0.06,193.96403,2080,1,,,
2021-09-01,0.06,193.96403,2038,1,,,
2021-09-01,0.06,193.96403,2079,1,,,
2021-09-01,0.06,193.96403,2078,1,,,
2021-09-01,0.06,193.96403,2077,1,,,
2021-09-01,0.06,193.96403,2076,1,,,
2021-09-01,0.06,193.96403,2075,1,,,
2021-09-01,0.06,193.96403,2074,1,,,
2021-09-01,0.06,193.96403,2073,1,,,
2021-09-01,0.06,193.96403,2072,1,,,
2021-09-01,0.06,193.96403,2070,1,,,
2021-09-01,0.06,193.96403,2069,1,,,
2021-09-01,0.06,193.96403,2068,1,,,
2021-09-01,0.06,193.96403,2067,1,,,
2021-09-01,0.06,193.96403,2066,1,,,
2021-09-01,0.06,193.96403,2065,1,,,
2021-09-01,0.06,193.96403,2064,1,,,
2021-09-01,0.06,193.96403,2063,1,,,
2021-09-01,0.06,193.96403,2062,1,,,
2021-09-01,0.06,193.96403,2060,1,,,
2021-09-01,0.06,193.96403,2037,1,,,
2021-09-01,0.06,193.96403,2010,1,,,
2021-09-01,0.06,193.96403,2035,1,,,
2021-09-01,0.06,193.96403,2008,1,,,
2021-09-01,0.06,193.96403,2007,1,,,
2021-09-01,0.06,193.96403,2006,1,,,
2021-09-01,0.06,193.96403,2005,1,,,
2021-09-01,0.06,193.96403,2004,1,,,
2021-09-01,0.06,193.96403,2003,1,,,
2021-09-01,0.06,193.96403,2002,1,,,
2021-09-01,0.06,193.96403,2001,1,,,
2021-09-01,0.06,193.96403,2000,1,,,
2021-09-01,0.06,193.96403,1999,1,,,
2021-09-01,0.06,193.96403,1998,1,,,
2021-09-01,0.06,193.96403,1997,1,,,
2021-09-01,0.06,193.96403,1996,1,,,
2021-09-01,0.06,193.96403,1995,1,,,
2021-09-01,0.06,193.96403,1994,1,,,
2021-09-01,0.06,193.96403,1993,1,,,
2021-09-01,0.06,193.96403,1992,1,,,
2021-09-01,0.06,193.96403,1991,1,,,
2021-09-01,0.06,193.96403,2081,1,,,
2021-09-01,0.06,193.96403,2009,1,,,
2021-09-01,0.06,193.96403,2011,1,,,
2021-09-01,0.06,193.96403,2013,1,,,
2021-09-01,0.06,193.96403,2014,1,,,
2021-09-01,0.06,193.96403,2034,1,,,
2021-09-01,0.06,193.96403,2033,1,,,
2021-09-01,0.06,193.96403,2032,1,,,
2021-09-01,0.06,193.96403,2031,1,,,
2021-09-01,0.06,193.96403,2030,1,,,
2021-09-01,0.06,193.96403,2029,1,,,
2021-09-01,0.06,193.96403,2028,1,,,
2021-09-01,0.06,193.96403,2027,1,,,
2021-09-01,0.06,193.96403,2026,1,,,
2021-09-01,0.06,193.96403,2036,1,,,
2021-09-01,0.06,193.96403,2025,1,,,
2021-09-01,0.06,193.96403,2023,1,,,
2021-09-01,0.06,193.96403,2022,1,,,
2021-09-01,0.06,193.96403,2021,1,,,
2021-09-01,0.06,193.96403,2020,1,,,
2021-09-01,0.06,193.96403,2019,1,,,
2021-09-01,0.06,193.96403,2018,1,,,
2021-09-01,0.06,193.96403,2017,1,,,
2021-09-01,0.06,193.96403,2016,1,,,
2021-09-01,0.06,193.96403,2015,1,,,
2021-09-01,0.06,193.96403,2024,1,,,
2021-09-01,0.06,193.96403,2082,1,,,
2021-09-01,0.06,193.96403,2135,1,,,
2021-09-01,0.06,193.96403,2084,1,,,
2021-09-01,0.06,193.96403,2150,1,,,
2021-09-01,0.06,193.96403,2149,1,,,
2021-09-01,0.06,193.96403,2148,1,,,
2021-09-01,0.06,193.96403,2147,1,,,
2021-09-01,0.06,193.96403,2146,1,,,
2021-09-01,0.06,193.96403,2145,1,,,
2021-09-01,0.06,193.96403,2144,1,,,
2021-09-01,0.06,193.96403,2143,1,,,
2021-09-01,0.06,193.96403,2142,1,,,
2021-09-01,0.06,193.96403,2141,1,,,
2021-09-01,0.06,193.96403,2140,1,,,
2021-09-01,0.06,193.96403,2139,1,,,
2021-09-01,0.06,193.96403,2138,1,,,
2021-09-01,0.06,193.96403,2137,1,,,
2021-09-01,0.06,193.96403,2136,1,,,
2021-09-01,0.06,193.96403,1990,1,,,
2021-09-01,0.06,193.96403,2134,1,,,
2021-09-01,0.06,193.96403,2133,1,,,
2021-09-01,0.06,193.96403,2132,1,,,
2021-09-01,0.06,193.96403,2151,1,,,
2021-09-01,0.06,193.96403,2152,1,,,
2021-09-01,0.06,193.96403,2153,1,,,
2021-09-01,0.06,193.96403,2154,1,,,
2021-09-01,0.06,193.96403,2174,1,,,
2021-09-01,0.06,193.96403,2173,1,,,
2021-09-01,0.06,193.96403,2172,1,,,
2021-09-01,0.06,193.96403,2171,1,,,
2021-09-01,0.06,193.96403,2170,1,,,
2021-09-01,0.06,193.96403,2169,1,,,
2021-09-01,0.06,193.96403,2168,1,,,
2021-09-01,0.06,193.96403,2167,1,,,
2021-09-01,0.06,193.96403,2166,1,,,
2021-09-01,0.06,193.96403,2131,1,,,
2021-09-01,0.06,193.96403,2165,1,,,
2021-09-01,0.06,193.96403,2163,1,,,
2021-09-01,0.06,193.96403,2162,1,,,
2021-09-01,0.06,193.96403,2161,1,,,
2021-09-01,0.06,193.96403,2160,1,,,
2021-09-01,0.06,193.96403,2159,1,,,
2021-09-01,0.06,193.96403,2158,1,,,
2021-09-01,0.06,193.96403,2157,1,,,
2021-09-01,0.06,193.96403,2156,1,,,
2021-09-01,0.06,193.96403,2155,1,,,
2021-09-01,0.06,193.96403,2164,1,,,
2021-09-01,0.06,193.96403,2083,1,,,
2021-09-01,0.06,193.96403,2130,1,,,
2021-09-01,0.06,193.96403,2128,1,,,
2021-09-01,0.06,193.96403,2103,1,,,
2021-09-01,0.06,193.96403,2102,1,,,
2021-09-01,0.06,193.96403,2101,1,,,
2021-09-01,0.06,193.96403,2100,1,,,
2021-09-01,0.06,193.96403,2099,1,,,
2021-09-01,0.06,193.96403,2098,1,,,
2021-09-01,0.06,193.96403,2097,1,,,
2021-09-01,0.06,193.96403,2096,1,,,
2021-09-01,0.06,193.96403,2095,1,,,
2021-09-01,0.06,193.96403,2094,1,,,
2021-09-01,0.06,193.96403,2093,1,,,
2021-09-01,0.06,193.96403,2092,1,,,
2021-09-01,0.06,193.96403,2091,1,,,
2021-09-01,0.06,193.96403,2090,1,,,
2021-09-01,0.06,193.96403,2089,1,,,
2021-09-01,0.06,193.96403,2088,1,,,
2021-09-01,0.06,193.96403,2087,1,,,
2021-09-01,0.06,193.96403,2086,1,,,
2021-09-01,0.06,193.96403,2085,1,,,
2021-09-01,0.06,193.96403,2104,1,,,
2021-09-01,0.06,193.96403,2105,1,,,
2021-09-01,0.06,193.96403,2106,1,,,
2021-09-01,0.06,193.96403,2107,1,,,
2021-09-01,0.06,193.96403,2127,1,,,
2021-09-01,0.06,193.96403,2126,1,,,
2021-09-01,0.06,193.96403,2125,1,,,
2021-09-01,0.06,193.96403,2124,1,,,
2021-09-01,0.06,193.96403,2123,1,,,
2021-09-01,0.06,193.96403,2122,1,,,
2021-09-01,0.06,193.96403,2121,1,,,
2021-09-01,0.06,193.96403,2120,1,,,
2021-09-01,0.06,193.96403,2119,1,,,
2021-09-01,0.06,193.96403,2129,1,,,
2021-09-01,0.06,193.96403,2118,1,,,
2021-09-01,0.06,193.96403,2116,1,,,
2021-09-01,0.06,193.96403,2115,1,,,
2021-09-01,0.06,193.96403,2114,1,,,
2021-09-01,0.06,193.96403,2113,1,,,
2021-09-01,0.06,193.96403,2112,1,,,
2021-09-01,0.06,193.96403,2111,1,,,
2021-09-01,0.06,193.96403,2110,1,,,
2021-09-01,0.06,193.96403,2109,1,,,
2021-09-01,0.06,193.96403,2108,1,,,
2021-09-01,0.06,193.96403,2117,1,,,
2021-09-01,0.06,193.96403,1989,1,,,
2021-09-01,0.06,193.96403,2012,1,,,
2021-09-01,0.06,193.96403,1987,1,,,
2021-09-01,0.06,193.96403,1868,1,,,
2021-09-01,0.06,193.96403,1867,1,,,
2021-09-01,0.06,193.96403,1866,1,,,
2021-09-01,0.06,193.96403,1865,1,,,
2021-09-01,0.06,193.96403,1864,1,,,
2021-09-01,0.06,193.96403,1863,1,,,
2021-09-01,0.06,193.96403,1862,1,,,
2021-09-01,0.06,193.96403,1861,1,,,
2021-09-01,0.06,193.96403,1860,1,,,
2021-09-01,0.06,193.96403,1859,1,,,
2021-09-01,0.06,193.96403,1858,1,,,
2021-09-01,0.06,193.96403,1857,1,,,
2021-09-01,0.06,193.96403,1856,1,,,
2021-09-01,0.06,193.96403,1855,1,,,
2021-09-01,0.06,193.96403,1854,1,,,
2021-09-01,0.06,193.96403,1853,1,,,
2021-09-01,0.06,193.96403,1852,1,,,
2021-09-01,0.06,193.96403,1851,1,,,
2021-09-01,0.06,193.96403,1850,1,,,
2021-09-01,0.06,193.96403,1869,1,,,
2021-09-01,0.06,193.96403,1870,1,,,
2021-09-01,0.06,193.96403,1871,1,,,
2021-09-01,0.06,193.96403,1872,1,,,
2021-09-01,0.06,193.96403,1892,1,,,
2021-09-01,0.06,193.96403,1891,1,,,
2021-09-01,0.06,193.96403,1890,1,,,
2021-09-01,0.06,193.96403,1889,1,,,
2021-09-01,0.06,193.96403,1888,1,,,
2021-09-01,0.06,193.96403,1887,1,,,
2021-09-01,0.06,193.96403,1886,1,,,
2021-09-01,0.06,193.96403,1885,1,,,
2021-09-01,0.06,193.96403,1884,1,,,
2021-09-01,0.06,193.96403,1849,1,,,
2021-09-01,0.06,193.96403,1883,1,,,
2021-09-01,0.06,193.96403,1881,1,,,
2021-09-01,0.06,193.96403,1880,1,,,
2021-09-01,0.06,193.96403,1879,1,,,
2021-09-01,0.06,193.96403,1878,1,,,
2021-09-01,0.06,193.96403,1877,1,,,
2021-09-01,0.06,193.96403,1876,1,,,
2021-09-01,0.06,193.96403,1875,1,,,
2021-09-01,0.06,193.96403,1874,1,,,
2021-09-01,0.06,193.96403,1873,1,,,
2021-09-01,0.06,193.96403,1882,1,,,
2021-09-01,0.06,193.96403,1893,1,,,
2021-09-01,0.06,193.96403,1848,1,,,
2021-09-01,0.06,193.96403,1846,1,,,
2021-09-01,0.06,193.96403,1988,1,,,
2021-09-01,0.06,193.96403,1820,1,,,
2021-09-01,0.06,193.96403,1819,1,,,
2021-09-01,0.06,193.96403,1818,1,,,
2021-09-01,0.06,193.96403,1817,1,,,
2021-09-01,0.06,193.96403,1816,1,,,
2021-09-01,0.06,193.96403,1815,1,,,
2021-09-01,0.06,193.96403,1814,1,,,
2021-09-01,0.06,193.96403,1813,1,,,
2021-09-01,0.06,193.96403,1812,1,,,
2021-09-01,0.06,193.96403,1811,1,,,
2021-09-01,0.06,193.96403,1810,1,,,
2021-09-01,0.06,193.96403,1809,1,,,
2021-09-01,0.06,193.96403,1808,1,,,
2021-09-01,0.06,193.96403,1807,1,,,
2021-09-01,0.06,193.96403,1806,1,,,
2021-09-01,0.06,193.96403,1805,1,,,
2021-09-01,0.06,193.96403,1804,1,,,
2021-09-01,0.06,193.96403,1803,1,,,
2021-09-01,0.06,193.96403,1822,1,,,
2021-09-01,0.06,193.96403,1823,1,,,
2021-09-01,0.06,193.96403,1824,1,,,
2021-09-01,0.06,193.96403,1825,1,,,
2021-09-01,0.06,193.96403,1845,1,,,
2021-09-01,0.06,193.96403,1844,1,,,
2021-09-01,0.06,193.96403,1843,1,,,
2021-09-01,0.06,193.96403,1842,1,,,
2021-09-01,0.06,193.96403,1841,1,,,
2021-09-01,0.06,193.96403,1840,1,,,
2021-09-01,0.06,193.96403,1839,1,,,
2021-09-01,0.06,193.96403,1838,1,,,
2021-09-01,0.06,193.96403,1837,1,,,
2021-09-01,0.06,193.96403,1847,1,,,
2021-09-01,0.06,193.96403,1836,1,,,
2021-09-01,0.06,193.96403,1834,1,,,
2021-09-01,0.06,193.96403,1833,1,,,
2021-09-01,0.06,193.96403,1832,1,,,
2021-09-01,0.06,193.96403,1831,1,,,
2021-09-01,0.06,193.96403,1830,1,,,
2021-09-01,0.06,193.96403,1829,1,,,
2021-09-01,0.06,193.96403,1828,1,,,
2021-09-01,0.06,193.96403,1827,1,,,
2021-09-01,0.06,193.96403,1826,1,,,
2021-09-01,0.06,193.96403,1835,1,,,
2021-09-01,0.06,193.96403,1894,1,,,
2021-09-01,0.06,193.96403,1821,1,,,
2021-09-01,0.06,193.96403,1896,1,,,
2021-09-01,0.06,193.96403,1962,1,,,
2021-09-01,0.06,193.96403,1961,1,,,
2021-09-01,0.06,193.96403,1960,1,,,
2021-09-01,0.06,193.96403,1959,1,,,
2021-09-01,0.06,193.96403,1958,1,,,
2021-09-01,0.06,193.96403,1957,1,,,
2021-09-01,0.06,193.96403,1956,1,,,
2021-09-01,0.06,193.96403,1955,1,,,
2021-09-01,0.06,193.96403,1954,1,,,
2021-09-01,0.06,193.96403,1953,1,,,
2021-09-01,0.06,193.96403,1952,1,,,
2021-09-01,0.06,193.96403,1951,1,,,
2021-09-01,0.06,193.96403,1950,1,,,
2021-09-01,0.06,193.96403,1949,1,,,
2021-09-01,0.06,193.96403,1948,1,,,
2021-09-01,0.06,193.96403,1947,1,,,
2021-09-01,0.06,193.96403,1946,1,,,
2021-09-01,0.06,193.96403,1945,1,,,
2021-09-01,0.06,193.96403,1944,1,,,
2021-09-01,0.06,193.96403,1963,1,,,
2021-09-01,0.06,193.96403,1964,1,,,
2021-09-01,0.06,193.96403,1965,1,,,
2021-09-01,0.06,193.96403,1966,1,,,
2021-09-01,0.06,193.96403,1895,1,,,
2021-09-01,0.06,193.96403,1986,1,,,
2021-09-01,0.06,193.96403,1985,1,,,
2021-09-01,0.06,193.96403,1984,1,,,
2021-09-01,0.06,193.96403,1983,1,,,
2021-09-01,0.06,193.96403,1982,1,,,
2021-09-01,0.06,193.96403,1981,1,,,
2021-09-01,0.06,193.96403,1980,1,,,
2021-09-01,0.06,193.96403,1979,1,,,
2021-09-01,0.06,193.96403,1943,1,,,
2021-09-01,0.06,193.96403,1978,1,,,
2021-09-01,0.06,193.96403,1975,1,,,
2021-09-01,0.06,193.96403,1974,1,,,
2021-09-01,0.06,193.96403,1973,1,,,
2021-09-01,0.06,193.96403,1972,1,,,
2021-09-01,0.06,193.96403,1971,1,,,
2021-09-01,0.06,193.96403,1970,1,,,
2021-09-01,0.06,193.96403,1969,1,,,
2021-09-01,0.06,193.96403,1968,1,,,
2021-09-01,0.06,193.96403,1967,1,,,
2021-09-01,0.06,193.96403,1976,1,,,
2021-09-01,0.06,193.96403,1942,1,,,
2021-09-01,0.06,193.96403,1977,1,,,
2021-09-01,0.06,193.96403,1940,1,,,
2021-09-01,0.06,193.96403,1915,1,,,
2021-09-01,0.06,193.96403,1914,1,,,
2021-09-01,0.06,193.96403,1913,1,,,
2021-09-01,0.06,193.96403,1912,1,,,
2021-09-01,0.06,193.96403,1911,1,,,
2021-09-01,0.06,193.96403,1910,1,,,
2021-09-01,0.06,193.96403,1909,1,,,
2021-09-01,0.06,193.96403,1908,1,,,
2021-09-01,0.06,193.96403,1907,1,,,
2021-09-01,0.06,193.96403,1906,1,,,
2021-09-01,0.06,193.96403,1905,1,,,
2021-09-01,0.06,193.96403,1904,1,,,
2021-09-01,0.06,193.96403,1903,1,,,
2021-09-01,0.06,193.96403,1901,1,,,
2021-09-01,0.06,193.96403,1900,1,,,
2021-09-01,0.06,193.96403,1899,1,,,
2021-09-01,0.06,193.96403,1898,1,,,
2021-09-01,0.06,193.96403,1941,1,,,
2021-09-01,0.06,193.96403,1897,1,,,
2021-09-01,0.06,193.96403,1916,1,,,
2021-09-01,0.06,193.96403,1917,1,,,
2021-09-01,0.06,193.96403,1902,1,,,
2021-09-01,0.06,193.96403,1935,1,,,
2021-09-01,0.06,193.96403,1939,1,,,
2021-09-01,0.06,193.96403,1937,1,,,
2021-09-01,0.06,193.96403,1936,1,,,
2021-09-01,0.06,193.96403,1934,1,,,
2021-09-01,0.06,193.96403,1933,1,,,
2021-09-01,0.06,193.96403,1932,1,,,
2021-09-01,0.06,193.96403,1930,1,,,
2021-09-01,0.06,193.96403,1938,1,,,
2021-09-01,0.06,193.96403,1929,1,,,
2021-09-01,0.06,193.96403,1931,1,,,
2021-09-01,0.06,193.96403,1927,1,,,
2021-09-01,0.06,193.96403,1919,1,,,
2021-09-01,0.06,193.96403,1920,1,,,
2021-09-01,0.06,193.96403,1921,1,,,
2021-09-01,0.06,193.96403,1928,1,,,
2021-09-01,0.06,193.96403,1922,1,,,
2021-09-01,0.06,193.96403,1918,1,,,
2021-09-01,0.06,193.96403,1923,1,,,
